2016-09-04 11:17:54 sys_log : [ERROR]   error wait for 允许：允许android.widget.Button
2016-09-04 11:29:54 sys_log : [INFO] c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口迁移至新窗口......
2016-09-04 11:29:54 sys_log : [INFO] 相同窗口执行次数 -> 2
2016-09-04 11:29:54 sys_log : [INFO] [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19], c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口虽然发生迁移,但已达到最大遍历深度 -> 19, 点击返回......
2016-09-04 11:30:07 sys_log : [INFO] [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19], c46f85534e237b2727336cae9910cfaa >> 开始执行节点任务......
2016-09-04 11:30:07 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19], [depth = 19]c46f85534e237b2727336cae9910cfaa-540,1114-810,1453-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.RelativeLayout[1]/android.widget.ScrollView[1]/android.widget.LinearLayout[1]/android.widget.LinearLayout[1]/android.widget.GridView[1]/android.widget.RelativeLayout[3]
2016-09-04 11:30:17 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有8个任务待运行, [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19], c46f85534e237b2727336cae9910cfaa-810,1114-1080,1453-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.RelativeLayout[1]/android.widget.ScrollView[1]/android.widget.LinearLayout[1]/android.widget.LinearLayout[1]/android.widget.GridView[1]/android.widget.RelativeLayout[4]
2016-09-04 11:30:19 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:30:19 sys_log : [INFO] c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口迁移至新窗口......
2016-09-04 11:30:19 sys_log : [INFO] 相同窗口执行次数 -> 3
2016-09-04 11:30:19 sys_log : [INFO] [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19], c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口虽然发生迁移,但已达到最大遍历深度 -> 19, 点击返回......
2016-09-04 11:30:31 sys_log : [INFO] [android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19], c46f85534e237b2727336cae9910cfaa >> 开始执行节点任务......
2016-09-04 11:30:31 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,19], [depth = 19]c46f85534e237b2727336cae9910cfaa-810,1114-1080,1453-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.RelativeLayout[1]/android.widget.ScrollView[1]/android.widget.LinearLayout[1]/android.widget.LinearLayout[1]/android.widget.GridView[1]/android.widget.RelativeLayout[4]
2016-09-04 11:30:42 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有7个任务待运行, [android.widget.ImageView,,,,20], c46f85534e237b2727336cae9910cfaa-0,1471-1080,1690-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.RelativeLayout[1]/android.widget.ScrollView[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.support.v4.view.ViewPager[1]/android.widget.ImageView[1]
2016-09-04 11:30:43 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:30:43 sys_log : [INFO] c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口迁移至新窗口......
2016-09-04 11:30:43 sys_log : [INFO] 相同窗口执行次数 -> 4
2016-09-04 11:30:43 sys_log : [INFO] [android.widget.ImageView,,,,20], c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口虽然发生迁移,但已达到最大遍历深度 -> 20, 点击返回......
2016-09-04 11:30:55 sys_log : [INFO] [android.widget.ImageView,,,,20], c46f85534e237b2727336cae9910cfaa >> 开始执行节点任务......
2016-09-04 11:30:55 sys_log : [INFO] click -> [info = android.widget.ImageView,,,,20], [depth = 20]c46f85534e237b2727336cae9910cfaa-0,1471-1080,1690-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.RelativeLayout[1]/android.widget.ScrollView[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.support.v4.view.ViewPager[1]/android.widget.ImageView[1]
2016-09-04 11:31:06 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有6个任务待运行, [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa-0,1770-270,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]
2016-09-04 11:31:09 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:31:09 sys_log : [INFO] c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口迁移至新窗口......
2016-09-04 11:31:09 sys_log : [INFO] 相同窗口执行次数 -> 5
2016-09-04 11:31:09 sys_log : [INFO] [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa >> 599b9bbb96a22f93fb54710191ad9c7a, 窗口虽然发生迁移,但已达到最大遍历深度 -> 14, 点击返回......
2016-09-04 11:31:21 sys_log : [INFO] [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa >> 开始执行节点任务......
2016-09-04 11:31:21 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,,14], [depth = 14]c46f85534e237b2727336cae9910cfaa-0,1770-270,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[1]
2016-09-04 11:31:35 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有5个任务待运行, [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa-270,1770-540,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[2]
2016-09-04 11:31:36 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> true
2016-09-04 11:31:36 sys_log : [INFO] [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa >> 开始执行节点任务......
2016-09-04 11:31:36 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,,14], [depth = 14]c46f85534e237b2727336cae9910cfaa-270,1770-540,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[2]
2016-09-04 11:31:47 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有4个任务待运行, [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa-540,1770-810,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[3]
2016-09-04 11:31:48 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:31:48 sys_log : [INFO] c46f85534e237b2727336cae9910cfaa >> fb7f90c27d261e9bba9aae7e7c26cf71, 窗口迁移至新窗口......
2016-09-04 11:31:48 sys_log : [INFO] 相同窗口执行次数 -> 0
2016-09-04 11:31:48 sys_log : [INFO] [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa >> fb7f90c27d261e9bba9aae7e7c26cf71, 窗口虽然发生迁移,但已达到最大遍历深度 -> 14, 点击返回......
2016-09-04 11:32:00 sys_log : [INFO] [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa >> 开始执行节点任务......
2016-09-04 11:32:00 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,,14], [depth = 14]c46f85534e237b2727336cae9910cfaa-540,1770-810,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[3]
2016-09-04 11:32:11 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有3个任务待运行, [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa-810,1770-1080,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[4]
2016-09-04 11:32:12 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:32:12 sys_log : [INFO] c46f85534e237b2727336cae9910cfaa >> 26a636f78c625579ab51ebd035b9f931, 窗口迁移至新窗口......
2016-09-04 11:32:12 sys_log : [INFO] 相同窗口执行次数 -> 0
2016-09-04 11:32:12 sys_log : [INFO] [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa >> 26a636f78c625579ab51ebd035b9f931, 窗口虽然发生迁移,但已达到最大遍历深度 -> 14, 点击返回......
2016-09-04 11:32:24 sys_log : [INFO] [android.widget.RelativeLayout,,,,14], c46f85534e237b2727336cae9910cfaa >> 开始执行节点任务......
2016-09-04 11:32:24 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,,14], [depth = 14]c46f85534e237b2727336cae9910cfaa-810,1770-1080,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[4]
2016-09-04 11:32:34 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有2个任务待运行, [android.widget.RelativeLayout,,,,7], 4002296d1b4876b4e756ddbcd64a285f-270,1770-540,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[2]
2016-09-04 11:32:35 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> true
2016-09-04 11:32:35 sys_log : [INFO] [android.widget.RelativeLayout,,,,7], 4002296d1b4876b4e756ddbcd64a285f >> 开始执行节点任务......
2016-09-04 11:32:36 sys_log : [INFO] click -> [info = android.widget.RelativeLayout,,,,7], [depth = 7]4002296d1b4876b4e756ddbcd64a285f-270,1770-540,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[2]
2016-09-04 11:32:46 sys_log : [INFO] 报告主人,有1个节点任务出栈并加入黑名单 -> 现在还有1个任务待运行, [android.widget.RelativeLayout,,,,7], 4002296d1b4876b4e756ddbcd64a285f-540,1770-810,1920-//android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.FrameLayout[1]/android.widget.FrameLayout[1]/android.widget.LinearLayout[1]/android.widget.RelativeLayout[3]
2016-09-04 11:32:47 sys_log : [INFO] 当前节点任务所属窗口是否就是当前窗口 -> false
2016-09-04 11:32:47 sys_log : [INFO] 4002296d1b4876b4e756ddbcd64a285f >> 6a4a1160061d84ef4d87aada5a6d969, 窗口迁移至新窗口......
2016-09-04 11:32:47 sys_log : [INFO] 相同窗口执行次数 -> 0
2016-09-04 11:32:47 sys_log : [INFO] 	8
2016-09-04 11:32:47 sys_log : [INFO] 		8
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:8
2016-09-04 11:32:47 sys_log : [INFO] 	9
2016-09-04 11:32:47 sys_log : [INFO] 		9
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:9
2016-09-04 11:32:47 sys_log : [INFO] 	10
2016-09-04 11:32:47 sys_log : [INFO] 		10
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:10
2016-09-04 11:32:47 sys_log : [INFO] 	11
2016-09-04 11:32:47 sys_log : [INFO] 		11
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:11
2016-09-04 11:32:47 sys_log : [INFO] 	12
2016-09-04 11:32:47 sys_log : [INFO] 		12
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:12
2016-09-04 11:32:47 sys_log : [INFO] 	13
2016-09-04 11:32:47 sys_log : [INFO] 		13
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:13
2016-09-04 11:32:47 sys_log : [INFO] 	14
2016-09-04 11:32:47 sys_log : [INFO] 		14
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:14
2016-09-04 11:32:47 sys_log : [INFO] 	15
2016-09-04 11:32:47 sys_log : [INFO] 		15
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:32:47 sys_log : [INFO] 	16
2016-09-04 11:32:47 sys_log : [INFO] 		16
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:16
2016-09-04 11:32:47 sys_log : [INFO] 	17
2016-09-04 11:32:47 sys_log : [INFO] 		17
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:32:47 sys_log : [INFO] 	18
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 		17
2016-09-04 11:32:47 sys_log : [INFO] 		17
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:32:47 sys_log : [INFO] 	18
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.ImageView,,,com.alibaba.aliyun:id/common_right_button,18
2016-09-04 11:32:47 sys_log : [INFO] 		15
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.ImageView,,,com.alibaba.aliyun:id/message_button,15
2016-09-04 11:32:47 sys_log : [INFO] 		15
2016-09-04 11:32:47 sys_log : [INFO] 		15
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:32:47 sys_log : [INFO] 	16
2016-09-04 11:32:47 sys_log : [INFO] 		16
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:16
2016-09-04 11:32:47 sys_log : [INFO] 	17
2016-09-04 11:32:47 sys_log : [INFO] 		17
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:32:47 sys_log : [INFO] 	18
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.LinearLayout,,,,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.LinearLayout,,,,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.LinearLayout,,,,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 		17
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:17
2016-09-04 11:32:47 sys_log : [INFO] 	18
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		18
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,com.alibaba.aliyun:id/pluginLayout,18
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:18
2016-09-04 11:32:47 sys_log : [INFO] 	19
2016-09-04 11:32:47 sys_log : [INFO] 		19
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:19
2016-09-04 11:32:47 sys_log : [INFO] 	20
2016-09-04 11:32:47 sys_log : [INFO] 		20
2016-09-04 11:32:47 sys_log : [INFO] 		13
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:13
2016-09-04 11:32:47 sys_log : [INFO] 	14
2016-09-04 11:32:47 sys_log : [INFO] 		14
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
2016-09-04 11:32:47 sys_log : [INFO] 			      info:android.widget.RelativeLayout,,,,14
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:14
2016-09-04 11:32:47 sys_log : [INFO] 	15
2016-09-04 11:32:47 sys_log : [INFO] 		15
2016-09-04 11:32:47 sys_log : [INFO] 				----go to the next depth:15
2016-09-04 11:32:47 sys_log : [INFO] 	16
2016-09-04 11:32:47 sys_log : [INFO] 		16
2016-09-04 11:32:47 sys_log : [INFO] 		16
2016-09-04 11:32:47 sys_log : [INFO] 		14
2016-09-04 11:32:47 sys_log : [INFO] 			push a element to stack--
